Año,Trimestre,Provincia,Velocidad,Accesos,Trimestre_Label
1970,2,BUENOS AIRES,75.0,1062,Q2
1970,2,BUENOS AIRES,59.0,59,Q2
1970,2,BUENOS AIRES,480.0,5,Q2
1970,2,BUENOS AIRES,3.0,41735,Q2
1970,2,BUENOS AIRES,18.0,1042,Q2
1970,2,BUENOS AIRES,9.0,750,Q2
1970,2,BUENOS AIRES,17.0,2,Q2
1970,2,BUENOS AIRES,8.0,63727,Q2
1970,2,BUENOS AIRES,105.0,14,Q2
1970,2,BUENOS AIRES,500.0,137199,Q2
1970,2,BUENOS AIRES,24.0,84,Q2
1970,2,BUENOS AIRES,85.0,16,Q2
1970,2,BUENOS AIRES,32.0,16,Q2
1970,2,BUENOS AIRES,55.0,255,Q2
1970,2,BUENOS AIRES,31.0,1611,Q2
1970,2,BUENOS AIRES,120.0,510,Q2
1970,2,BUENOS AIRES,4.0,83,Q2
1970,2,BUENOS AIRES,23.0,20,Q2
1970,2,BUENOS AIRES,70.0,7236,Q2
1970,2,BUENOS AIRES,22.0,1,Q2
1970,2,BUENOS AIRES,256.0,15,Q2
1970,2,BUENOS AIRES,0.0,25,Q2
1970,2,BUENOS AIRES,35.0,1399,Q2
1970,2,BUENOS AIRES,205.0,3,Q2
1970,2,BUENOS AIRES,4.0,13200,Q2
1970,2,BUENOS AIRES,11.0,10,Q2
1970,2,BUENOS AIRES,155.0,28,Q2
1970,2,BUENOS AIRES,21.0,2,Q2
1970,2,BUENOS AIRES,2.0,19065,Q2
1970,2,BUENOS AIRES,512.0,663,Q2
1970,2,BUENOS AIRES,65.0,90,Q2
1970,2,BUENOS AIRES,125.0,2,Q2
1970,2,BUENOS AIRES,10.0,145894,Q2
1970,2,BUENOS AIRES,999.0,26,Q2
1970,2,BUENOS AIRES,212.0,1,Q2
1970,2,BUENOS AIRES,2.0,21,Q2
1970,2,BUENOS AIRES,13.0,238,Q2
1970,2,BUENOS AIRES,41.0,9,Q2
1970,2,BUENOS AIRES,246.0,41,Q2
1970,2,BUENOS AIRES,7.0,53,Q2
1970,2,BUENOS AIRES,250.0,355,Q2
1970,2,BUENOS AIRES,40.0,5582,Q2
1970,2,BUENOS AIRES,61.0,78,Q2
1970,2,BUENOS AIRES,200.0,8055,Q2
1970,2,BUENOS AIRES,102.0,2,Q2
1970,2,BUENOS AIRES,60.0,37539,Q2
1970,2,BUENOS AIRES,320.0,27,Q2
1970,2,BUENOS AIRES,12.0,19838,Q2
1970,2,BUENOS AIRES,30.0,782519,Q2
1970,2,BUENOS AIRES,6.0,76832,Q2
1970,2,BUENOS AIRES,600.0,16300,Q2
1970,2,BUENOS AIRES,25.0,42739,Q2
1970,2,BUENOS AIRES,0.0,125547,Q2
1970,2,BUENOS AIRES,80.0,9358,Q2
1970,2,BUENOS AIRES,90.0,3,Q2
1970,2,BUENOS AIRES,50.0,493790,Q2
1970,2,BUENOS AIRES,5.0,27135,Q2
1970,2,BUENOS AIRES,48.0,659,Q2
1970,2,BUENOS AIRES,240.0,938,Q2
1970,2,BUENOS AIRES,16.0,231,Q2
1970,2,BUENOS AIRES,1000.0,129855,Q2
1970,2,BUENOS AIRES,51.0,1,Q2
1970,2,BUENOS AIRES,160.0,1306,Q2
1970,2,BUENOS AIRES,800.0,564,Q2
1970,2,BUENOS AIRES,15.0,94642,Q2
1970,2,BUENOS AIRES,49.0,1,Q2
1970,2,BUENOS AIRES,300.0,1147130,Q2
1970,2,BUENOS AIRES,1.0,141,Q2
1970,2,BUENOS AIRES,150.0,388059,Q2
1970,2,BUENOS AIRES,14.0,149,Q2
1970,2,BUENOS AIRES,1.0,18423,Q2
1970,2,BUENOS AIRES,0.0,25048,Q2
1970,2,BUENOS AIRES,0.0,214,Q2
1970,2,BUENOS AIRES,20.0,128376,Q2
1970,2,BUENOS AIRES,100.0,910372,Q2
1970,2,BUENOS AIRES,0.0,4611,Q2
1970,2,BUENOS AIRES,7.0,11236,Q2
1970,2,BUENOS AIRES,36.0,4,Q2
1970,2,BUENOS AIRES,400.0,1094,Q2
1970,2,BUENOS AIRES,3.0,44415,Q2
1970,2,CABA,160.0,5,Q2
1970,2,CABA,7.0,7,Q2
1970,2,CABA,150.0,116134,Q2
1970,2,CABA,999.0,25,Q2
1970,2,CABA,9.0,3,Q2
1970,2,CABA,110.0,1,Q2
1970,2,CABA,1000.0,65689,Q2
1970,2,CABA,16.0,5,Q2
1970,2,CABA,400.0,3,Q2
1970,2,CABA,10.0,23421,Q2
1970,2,CABA,1.0,2815,Q2
1970,2,CABA,3.0,11975,Q2
1970,2,CABA,125.0,3,Q2
1970,2,CABA,21.0,1,Q2
1970,2,CABA,0.0,35,Q2
1970,2,CABA,40.0,238,Q2
1970,2,CABA,250.0,1442,Q2
1970,2,CABA,12.0,93,Q2
1970,2,CABA,55.0,1,Q2
1970,2,CABA,100.0,396858,Q2
1970,2,CABA,4.0,996,Q2
1970,2,CABA,25.0,269,Q2
1970,2,CABA,0.0,1307,Q2
1970,2,CABA,20.0,3718,Q2
1970,2,CABA,200.0,3302,Q2
1970,2,CABA,325.0,2,Q2
1970,2,CABA,5.0,3417,Q2
1970,2,CABA,70.0,3,Q2
1970,2,CABA,8.0,16865,Q2
1970,2,CABA,225.0,1,Q2
1970,2,CABA,75.0,711,Q2
1970,2,CABA,120.0,28,Q2
1970,2,CABA,50.0,64416,Q2
1970,2,CABA,66.0,1,Q2
1970,2,CABA,0.0,32,Q2
1970,2,CABA,2.0,240,Q2
1970,2,CABA,11.0,5,Q2
1970,2,CABA,35.0,24,Q2
1970,2,CABA,0.0,0,Q2
1970,2,CABA,15.0,29337,Q2
1970,2,CABA,500.0,77839,Q2
1970,2,CABA,80.0,13,Q2
1970,2,CABA,3.0,2342,Q2
1970,2,CABA,6.0,5569,Q2
1970,2,CABA,30.0,58419,Q2
1970,2,CABA,60.0,3890,Q2
1970,2,CABA,700.0,1,Q2
1970,2,CABA,600.0,437,Q2
1970,2,CABA,220.0,1,Q2
1970,2,CABA,0.0,451,Q2
1970,2,CABA,275.0,1,Q2
1970,2,CABA,300.0,571207,Q2
1970,2,CABA,800.0,1,Q2
1970,2,CATAMARCA,1000.0,33,Q2
1970,2,CATAMARCA,30.0,858,Q2
1970,2,CATAMARCA,15.0,1859,Q2
1970,2,CATAMARCA,3.0,1580,Q2
1970,2,CATAMARCA,600.0,1128,Q2
1970,2,CATAMARCA,12.0,8,Q2
1970,2,CATAMARCA,0.0,37,Q2
1970,2,CATAMARCA,200.0,42,Q2
1970,2,CATAMARCA,0.0,1,Q2
1970,2,CATAMARCA,4.0,1,Q2
1970,2,CATAMARCA,0.0,53,Q2
1970,2,CATAMARCA,24.0,374,Q2
1970,2,CATAMARCA,10.0,3093,Q2
1970,2,CATAMARCA,50.0,34532,Q2
1970,2,CATAMARCA,100.0,19077,Q2
1970,2,CATAMARCA,500.0,333,Q2
1970,2,CATAMARCA,20.0,1932,Q2
1970,2,CATAMARCA,25.0,47,Q2
1970,2,CATAMARCA,1.0,164,Q2
1970,2,CATAMARCA,5.0,327,Q2
1970,2,CATAMARCA,2.0,115,Q2
1970,2,CATAMARCA,300.0,8809,Q2
1970,2,CATAMARCA,6.0,637,Q2
1970,2,CATAMARCA,0.0,34,Q2
1970,2,CHACO,0.0,234,Q2
1970,2,CHACO,9.0,1,Q2
1970,2,CHACO,0.0,2,Q2
1970,2,CHACO,5.0,5625,Q2
1970,2,CHACO,12.0,137,Q2
1970,2,CHACO,35.0,19,Q2
1970,2,CHACO,0.0,3208,Q2
1970,2,CHACO,3.0,167,Q2
1970,2,CHACO,2.0,779,Q2
1970,2,CHACO,120.0,623,Q2
1970,2,CHACO,1000.0,164,Q2
1970,2,CHACO,10.0,7529,Q2
1970,2,CHACO,20.0,1665,Q2
1970,2,CHACO,50.0,32839,Q2
1970,2,CHACO,8.0,700,Q2
1970,2,CHACO,500.0,1396,Q2
1970,2,CHACO,4.0,385,Q2
1970,2,CHACO,25.0,3532,Q2
1970,2,CHACO,250.0,228,Q2
1970,2,CHACO,1.0,349,Q2
1970,2,CHACO,200.0,963,Q2
1970,2,CHACO,7.0,106,Q2
1970,2,CHACO,3.0,2757,Q2
1970,2,CHACO,15.0,4406,Q2
1970,2,CHACO,600.0,884,Q2
1970,2,CHACO,300.0,23294,Q2
1970,2,CHACO,6.0,4881,Q2
1970,2,CHACO,30.0,2933,Q2
1970,2,CHACO,100.0,47286,Q2
1970,2,CHUBUT,3.0,5643,Q2
1970,2,CHUBUT,600.0,43,Q2
1970,2,CHUBUT,102.0,5,Q2
1970,2,CHUBUT,60.0,2,Q2
1970,2,CHUBUT,0.0,69,Q2
1970,2,CHUBUT,13.0,2,Q2
1970,2,CHUBUT,41.0,1,Q2
1970,2,CHUBUT,12.0,3968,Q2
1970,2,CHUBUT,6.0,16776,Q2
1970,2,CHUBUT,30.0,7640,Q2
1970,2,CHUBUT,11.0,1,Q2
1970,2,CHUBUT,24.0,7616,Q2
1970,2,CHUBUT,16.0,141,Q2
1970,2,CHUBUT,2.0,1881,Q2
1970,2,CHUBUT,0.0,16554,Q2
1970,2,CHUBUT,999.0,2,Q2
1970,2,CHUBUT,1.0,303,Q2
1970,2,CHUBUT,18.0,1,Q2
1970,2,CHUBUT,48.0,190,Q2
1970,2,CHUBUT,0.0,38,Q2
1970,2,CHUBUT,40.0,28,Q2
1970,2,CHUBUT,200.0,1,Q2
1970,2,CHUBUT,14.0,56,Q2
1970,2,CHUBUT,4.0,6189,Q2
1970,2,CHUBUT,9.0,16,Q2
1970,2,CHUBUT,100.0,1466,Q2
1970,2,CHUBUT,5.0,1769,Q2
1970,2,CHUBUT,8.0,13375,Q2
1970,2,CHUBUT,25.0,5560,Q2
1970,2,CHUBUT,0.0,836,Q2
1970,2,CHUBUT,20.0,4796,Q2
1970,2,CHUBUT,0.0,18,Q2
1970,2,CHUBUT,10.0,18504,Q2
1970,2,CHUBUT,50.0,35232,Q2
1970,2,CHUBUT,15.0,13731,Q2
1970,2,CHUBUT,500.0,5,Q2
1970,2,CHUBUT,300.0,247,Q2
1970,2,CHUBUT,3.0,11441,Q2
1970,2,CHUBUT,7.0,76,Q2
1970,2,CHUBUT,1000.0,1,Q2
1970,2,CÓRDOBA,35.0,52,Q2
1970,2,CÓRDOBA,5.0,7661,Q2
1970,2,CÓRDOBA,850.0,1,Q2
1970,2,CÓRDOBA,12.0,8784,Q2
1970,2,CÓRDOBA,50.0,402,Q2
1970,2,CÓRDOBA,140.0,1,Q2
1970,2,CÓRDOBA,0.0,12,Q2
1970,2,CÓRDOBA,20.0,1,Q2
1970,2,CÓRDOBA,50.0,244004,Q2
1970,2,CÓRDOBA,100.0,16,Q2
1970,2,CÓRDOBA,10.0,72911,Q2
1970,2,CÓRDOBA,25.0,311,Q2
1970,2,CÓRDOBA,10.0,53,Q2
1970,2,CÓRDOBA,9.0,714,Q2
1970,2,CÓRDOBA,16.0,134,Q2
1970,2,CÓRDOBA,25.0,20421,Q2
1970,2,CÓRDOBA,1000.0,4065,Q2
1970,2,CÓRDOBA,512.0,21,Q2
1970,2,CÓRDOBA,225.0,1,Q2
1970,2,CÓRDOBA,250.0,1,Q2
1970,2,CÓRDOBA,12.0,15,Q2
1970,2,CÓRDOBA,100.0,302310,Q2
1970,2,CÓRDOBA,0.0,83,Q2
1970,2,CÓRDOBA,18.0,58,Q2
1970,2,CÓRDOBA,13.0,19,Q2
1970,2,CÓRDOBA,20.0,19106,Q2
1970,2,CÓRDOBA,2.0,133,Q2
1970,2,CÓRDOBA,24.0,2,Q2
1970,2,CÓRDOBA,120.0,891,Q2
1970,2,CÓRDOBA,4.0,10131,Q2
1970,2,CÓRDOBA,8.0,9397,Q2
1970,2,CÓRDOBA,50.0,9,Q2
1970,2,CÓRDOBA,70.0,11,Q2
1970,2,CÓRDOBA,3.0,4897,Q2
1970,2,CÓRDOBA,7.0,1840,Q2
1970,2,CÓRDOBA,10.0,18,Q2
1970,2,CÓRDOBA,75.0,495,Q2
1970,2,CÓRDOBA,1.0,7688,Q2
1970,2,CÓRDOBA,500.0,16814,Q2
1970,2,CÓRDOBA,25.0,13,Q2
1970,2,CÓRDOBA,15.0,18895,Q2
1970,2,CÓRDOBA,200.0,11575,Q2
1970,2,CÓRDOBA,300.0,203771,Q2
1970,2,CÓRDOBA,1.0,7,Q2
1970,2,CÓRDOBA,40.0,935,Q2
1970,2,CÓRDOBA,2.0,18,Q2
1970,2,CÓRDOBA,2.0,7471,Q2
1970,2,CÓRDOBA,11.0,88,Q2
1970,2,CÓRDOBA,60.0,5835,Q2
1970,2,CÓRDOBA,6.0,5,Q2
1970,2,CÓRDOBA,0.0,4,Q2
1970,2,CÓRDOBA,30.0,6747,Q2
1970,2,CÓRDOBA,6.0,51204,Q2
1970,2,CÓRDOBA,800.0,1,Q2
1970,2,CÓRDOBA,100.0,1,Q2
1970,2,CÓRDOBA,3.0,22498,Q2
1970,2,CÓRDOBA,3.0,3,Q2
1970,2,CÓRDOBA,600.0,6233,Q2
1970,2,CÓRDOBA,700.0,1,Q2
1970,2,CÓRDOBA,14.0,9,Q2
1970,2,CÓRDOBA,0.0,87,Q2
1970,2,CÓRDOBA,0.0,16863,Q2
1970,2,CÓRDOBA,150.0,27,Q2
1970,2,CORRIENTES,30.0,653,Q2
1970,2,CORRIENTES,6.0,6020,Q2
1970,2,CORRIENTES,3.0,4565,Q2
1970,2,CORRIENTES,600.0,1,Q2
1970,2,CORRIENTES,1000.0,443,Q2
1970,2,CORRIENTES,40.0,2834,Q2
1970,2,CORRIENTES,12.0,8,Q2
1970,2,CORRIENTES,120.0,1708,Q2
1970,2,CORRIENTES,25.0,1421,Q2
1970,2,CORRIENTES,5.0,2760,Q2
1970,2,CORRIENTES,50.0,32367,Q2
1970,2,CORRIENTES,250.0,382,Q2
1970,2,CORRIENTES,20.0,2003,Q2
1970,2,CORRIENTES,4.0,1718,Q2
1970,2,CORRIENTES,0.0,57,Q2
1970,2,CORRIENTES,8.0,4890,Q2
1970,2,CORRIENTES,1.0,2396,Q2
1970,2,CORRIENTES,16.0,3548,Q2
1970,2,CORRIENTES,2.0,1721,Q2
1970,2,CORRIENTES,0.0,118,Q2
1970,2,CORRIENTES,0.0,5185,Q2
1970,2,CORRIENTES,0.0,10,Q2
1970,2,CORRIENTES,300.0,25229,Q2
1970,2,CORRIENTES,100.0,39822,Q2
1970,2,CORRIENTES,10.0,10343,Q2
1970,2,CORRIENTES,200.0,2650,Q2
1970,2,CORRIENTES,500.0,1644,Q2
1970,2,CORRIENTES,15.0,1499,Q2
1970,2,CORRIENTES,3.0,480,Q2
1970,2,ENTRE RÍOS,3.0,390,Q2
1970,2,ENTRE RÍOS,250.0,154,Q2
1970,2,ENTRE RÍOS,100.0,74647,Q2
1970,2,ENTRE RÍOS,10.0,46176,Q2
1970,2,ENTRE RÍOS,20.0,9111,Q2
1970,2,ENTRE RÍOS,200.0,2125,Q2
1970,2,ENTRE RÍOS,16.0,1,Q2
1970,2,ENTRE RÍOS,8.0,2399,Q2
1970,2,ENTRE RÍOS,5.0,5417,Q2
1970,2,ENTRE RÍOS,1.0,4010,Q2
1970,2,ENTRE RÍOS,4.0,2334,Q2
1970,2,ENTRE RÍOS,0.0,113,Q2
1970,2,ENTRE RÍOS,150.0,1,Q2
1970,2,ENTRE RÍOS,7.0,358,Q2
1970,2,ENTRE RÍOS,2.0,4307,Q2
1970,2,ENTRE RÍOS,0.0,20,Q2
1970,2,ENTRE RÍOS,25.0,862,Q2
1970,2,ENTRE RÍOS,0.0,86,Q2
1970,2,ENTRE RÍOS,0.0,1,Q2
1970,2,ENTRE RÍOS,120.0,703,Q2
1970,2,ENTRE RÍOS,50.0,40822,Q2
1970,2,ENTRE RÍOS,12.0,1486,Q2
1970,2,ENTRE RÍOS,6.0,13903,Q2
1970,2,ENTRE RÍOS,500.0,2976,Q2
1970,2,ENTRE RÍOS,15.0,4642,Q2
1970,2,ENTRE RÍOS,3.0,7006,Q2
1970,2,ENTRE RÍOS,0.0,13979,Q2
1970,2,ENTRE RÍOS,300.0,48944,Q2
1970,2,ENTRE RÍOS,1000.0,962,Q2
1970,2,ENTRE RÍOS,30.0,6376,Q2
1970,2,FORMOSA,20.0,2727,Q2
1970,2,FORMOSA,100.0,13013,Q2
1970,2,FORMOSA,10.0,10594,Q2
1970,2,FORMOSA,50.0,1430,Q2
1970,2,FORMOSA,4.0,3296,Q2
1970,2,FORMOSA,2.0,1424,Q2
1970,2,FORMOSA,40.0,22,Q2
1970,2,FORMOSA,0.0,291,Q2
1970,2,FORMOSA,1.0,142,Q2
1970,2,FORMOSA,1000.0,161,Q2
1970,2,FORMOSA,25.0,8,Q2
1970,2,FORMOSA,5.0,2016,Q2
1970,2,FORMOSA,12.0,40,Q2
1970,2,FORMOSA,3.0,10162,Q2
1970,2,FORMOSA,0.0,1,Q2
1970,2,FORMOSA,300.0,10428,Q2
1970,2,FORMOSA,15.0,1222,Q2
1970,2,FORMOSA,6.0,4850,Q2
1970,2,FORMOSA,8.0,162,Q2
1970,2,FORMOSA,0.0,49,Q2
1970,2,FORMOSA,35.0,3,Q2
1970,2,FORMOSA,7.0,108,Q2
1970,2,FORMOSA,30.0,286,Q2
1970,2,FORMOSA,0.0,35,Q2
1970,2,FORMOSA,500.0,480,Q2
1970,2,JUJUY,0.0,33,Q2
1970,2,JUJUY,100.0,10975,Q2
1970,2,JUJUY,18.0,4,Q2
1970,2,JUJUY,8.0,949,Q2
1970,2,JUJUY,3.0,1739,Q2
1970,2,JUJUY,15.0,181,Q2
1970,2,JUJUY,75.0,1,Q2
1970,2,JUJUY,2.0,1639,Q2
1970,2,JUJUY,20.0,4503,Q2
1970,2,JUJUY,200.0,1,Q2
1970,2,JUJUY,4.0,2889,Q2
1970,2,JUJUY,300.0,4858,Q2
1970,2,JUJUY,0.0,26,Q2
1970,2,JUJUY,1000.0,26,Q2
1970,2,JUJUY,500.0,246,Q2
1970,2,JUJUY,512.0,200,Q2
1970,2,JUJUY,1.0,1213,Q2
1970,2,JUJUY,7.0,10,Q2
1970,2,JUJUY,600.0,389,Q2
1970,2,JUJUY,0.0,1943,Q2
1970,2,JUJUY,12.0,23495,Q2
1970,2,JUJUY,165.0,2,Q2
1970,2,JUJUY,41.0,1,Q2
1970,2,JUJUY,6.0,2068,Q2
1970,2,JUJUY,30.0,679,Q2
1970,2,JUJUY,10.0,13189,Q2
1970,2,JUJUY,5.0,3501,Q2
1970,2,JUJUY,50.0,44916,Q2
1970,2,JUJUY,25.0,8,Q2
1970,2,LA PAMPA,100.0,7465,Q2
1970,2,LA PAMPA,20.0,10159,Q2
1970,2,LA PAMPA,4.0,2619,Q2
1970,2,LA PAMPA,8.0,1570,Q2
1970,2,LA PAMPA,25.0,1543,Q2
1970,2,LA PAMPA,2.0,2049,Q2
1970,2,LA PAMPA,40.0,3065,Q2
1970,2,LA PAMPA,0.0,143,Q2
1970,2,LA PAMPA,1.0,1187,Q2
1970,2,LA PAMPA,10.0,14931,Q2
1970,2,LA PAMPA,75.0,3,Q2
1970,2,LA PAMPA,5.0,2243,Q2
1970,2,LA PAMPA,12.0,1,Q2
1970,2,LA PAMPA,120.0,1536,Q2
1970,2,LA PAMPA,3.0,6196,Q2
1970,2,LA PAMPA,700.0,14,Q2
1970,2,LA PAMPA,6.0,28188,Q2
1970,2,LA PAMPA,30.0,3628,Q2
1970,2,LA PAMPA,50.0,23820,Q2
1970,2,LA PAMPA,0.0,6,Q2
1970,2,LA PAMPA,0.0,1601,Q2
1970,2,LA PAMPA,0.0,62,Q2
1970,2,LA PAMPA,35.0,1,Q2
1970,2,LA PAMPA,60.0,2098,Q2
1970,2,LA PAMPA,300.0,591,Q2
1970,2,LA PAMPA,1.0,185,Q2
1970,2,LA PAMPA,3.0,2327,Q2
1970,2,LA PAMPA,0.0,3,Q2
1970,2,LA PAMPA,200.0,10,Q2
1970,2,LA PAMPA,80.0,95,Q2
1970,2,LA PAMPA,1000.0,6,Q2
1970,2,LA PAMPA,7.0,516,Q2
1970,2,LA PAMPA,500.0,209,Q2
1970,2,LA PAMPA,15.0,5193,Q2
1970,2,LA RIOJA,0.0,9,Q2
1970,2,LA RIOJA,0.0,9,Q2
1970,2,LA RIOJA,300.0,6119,Q2
1970,2,LA RIOJA,0.0,0,Q2
1970,2,LA RIOJA,200.0,137,Q2
1970,2,LA RIOJA,5.0,181,Q2
1970,2,LA RIOJA,15.0,244,Q2
1970,2,LA RIOJA,1000.0,35,Q2
1970,2,LA RIOJA,0.0,1,Q2
1970,2,LA RIOJA,50.0,37326,Q2
1970,2,LA RIOJA,10.0,1211,Q2
1970,2,LA RIOJA,100.0,11407,Q2
1970,2,LA RIOJA,8.0,85,Q2
1970,2,LA RIOJA,4.0,2,Q2
1970,2,LA RIOJA,6.0,592,Q2
1970,2,LA RIOJA,30.0,4501,Q2
1970,2,LA RIOJA,3.0,341,Q2
1970,2,LA RIOJA,20.0,9080,Q2
1970,2,LA RIOJA,12.0,15357,Q2
1970,2,LA RIOJA,24.0,43,Q2
1970,2,LA RIOJA,11.0,22,Q2
1970,2,LA RIOJA,1.0,377,Q2
1970,2,LA RIOJA,2.0,8,Q2
1970,2,LA RIOJA,500.0,394,Q2
1970,2,MENDOZA,3.0,10699,Q2
1970,2,MENDOZA,4.0,1584,Q2
1970,2,MENDOZA,10.0,8838,Q2
1970,2,MENDOZA,50.0,104994,Q2
1970,2,MENDOZA,8.0,10779,Q2
1970,2,MENDOZA,70.0,1,Q2
1970,2,MENDOZA,5.0,1083,Q2
1970,2,MENDOZA,200.0,558,Q2
1970,2,MENDOZA,40.0,4,Q2
1970,2,MENDOZA,1.0,1348,Q2
1970,2,MENDOZA,90.0,2,Q2
1970,2,MENDOZA,100.0,31890,Q2
1970,2,MENDOZA,2.0,3034,Q2
1970,2,MENDOZA,1.0,2208,Q2
1970,2,MENDOZA,120.0,1,Q2
1970,2,MENDOZA,24.0,537,Q2
1970,2,MENDOZA,41.0,1,Q2
1970,2,MENDOZA,25.0,155,Q2
1970,2,MENDOZA,6.0,13877,Q2
1970,2,MENDOZA,30.0,52889,Q2
1970,2,MENDOZA,300.0,13189,Q2
1970,2,MENDOZA,0.0,5561,Q2
1970,2,MENDOZA,0.0,20,Q2
1970,2,MENDOZA,20.0,6454,Q2
1970,2,MENDOZA,9.0,1237,Q2
1970,2,MENDOZA,3.0,4178,Q2
1970,2,MENDOZA,0.0,86,Q2
1970,2,MENDOZA,600.0,1762,Q2
1970,2,MENDOZA,1000.0,75,Q2
1970,2,MENDOZA,500.0,661,Q2
1970,2,MENDOZA,15.0,19102,Q2
1970,2,MENDOZA,7.0,11,Q2
1970,2,MENDOZA,0.0,737,Q2
1970,2,MENDOZA,36.0,2,Q2
1970,2,MENDOZA,0.0,2,Q2
1970,2,MENDOZA,12.0,4093,Q2
1970,2,MENDOZA,45.0,1,Q2
1970,2,MISIONES,3.0,4,Q2
1970,2,MISIONES,7.0,7855,Q2
1970,2,MISIONES,200.0,5092,Q2
1970,2,MISIONES,40.0,71,Q2
1970,2,MISIONES,250.0,198,Q2
1970,2,MISIONES,20.0,8126,Q2
1970,2,MISIONES,10.0,19086,Q2
1970,2,MISIONES,150.0,1027,Q2
1970,2,MISIONES,300.0,25897,Q2
1970,2,MISIONES,350.0,5,Q2
1970,2,MISIONES,3.0,3698,Q2
1970,2,MISIONES,1000.0,255,Q2
1970,2,MISIONES,50.0,38297,Q2
1970,2,MISIONES,5.0,3170,Q2
1970,2,MISIONES,11.0,1,Q2
1970,2,MISIONES,100.0,52864,Q2
1970,2,MISIONES,15.0,1047,Q2
1970,2,MISIONES,500.0,1237,Q2
1970,2,MISIONES,0.0,4,Q2
1970,2,MISIONES,45.0,28,Q2
1970,2,MISIONES,0.0,47,Q2
1970,2,MISIONES,600.0,2005,Q2
1970,2,MISIONES,2.0,11019,Q2
1970,2,MISIONES,6.0,6577,Q2
1970,2,MISIONES,4.0,1705,Q2
1970,2,MISIONES,8.0,29,Q2
1970,2,MISIONES,30.0,4453,Q2
1970,2,MISIONES,0.0,9027,Q2
1970,2,MISIONES,60.0,19,Q2
1970,2,MISIONES,25.0,7,Q2
1970,2,MISIONES,120.0,492,Q2
1970,2,MISIONES,1.0,3096,Q2
1970,2,MISIONES,12.0,116,Q2
1970,2,NEUQUÉN,1.0,532,Q2
1970,2,NEUQUÉN,50.0,8439,Q2
1970,2,NEUQUÉN,10.0,7113,Q2
1970,2,NEUQUÉN,2.0,1626,Q2
1970,2,NEUQUÉN,0.0,62,Q2
1970,2,NEUQUÉN,14.0,1,Q2
1970,2,NEUQUÉN,0.0,458,Q2
1970,2,NEUQUÉN,250.0,1,Q2
1970,2,NEUQUÉN,40.0,66,Q2
1970,2,NEUQUÉN,500.0,2389,Q2
1970,2,NEUQUÉN,0.0,19890,Q2
1970,2,NEUQUÉN,25.0,259,Q2
1970,2,NEUQUÉN,0.0,2,Q2
1970,2,NEUQUÉN,12.0,3882,Q2
1970,2,NEUQUÉN,60.0,7,Q2
1970,2,NEUQUÉN,1000.0,602,Q2
1970,2,NEUQUÉN,15.0,5148,Q2
1970,2,NEUQUÉN,3.0,5231,Q2
1970,2,NEUQUÉN,0.0,82,Q2
1970,2,NEUQUÉN,300.0,25787,Q2
1970,2,NEUQUÉN,400.0,1,Q2
1970,2,NEUQUÉN,5.0,7775,Q2
1970,2,NEUQUÉN,150.0,4,Q2
1970,2,NEUQUÉN,7.0,246,Q2
1970,2,NEUQUÉN,30.0,14760,Q2
1970,2,NEUQUÉN,8.0,5986,Q2
1970,2,NEUQUÉN,3.0,10737,Q2
1970,2,NEUQUÉN,20.0,1559,Q2
1970,2,NEUQUÉN,100.0,31037,Q2
1970,2,NEUQUÉN,6.0,8422,Q2
1970,2,NEUQUÉN,4.0,1438,Q2
1970,2,RÍO NEGRO,18.0,3,Q2
1970,2,RÍO NEGRO,9.0,2,Q2
1970,2,RÍO NEGRO,330.0,115,Q2
1970,2,RÍO NEGRO,250.0,306,Q2
1970,2,RÍO NEGRO,200.0,26,Q2
1970,2,RÍO NEGRO,0.0,501,Q2
1970,2,RÍO NEGRO,900.0,110,Q2
1970,2,RÍO NEGRO,40.0,33,Q2
1970,2,RÍO NEGRO,90.0,10057,Q2
1970,2,RÍO NEGRO,12.0,952,Q2
1970,2,RÍO NEGRO,180.0,463,Q2
1970,2,RÍO NEGRO,35.0,2,Q2
1970,2,RÍO NEGRO,80.0,268,Q2
1970,2,RÍO NEGRO,15.0,9896,Q2
1970,2,RÍO NEGRO,500.0,844,Q2
1970,2,RÍO NEGRO,520.0,40,Q2
1970,2,RÍO NEGRO,8.0,11090,Q2
1970,2,RÍO NEGRO,120.0,233,Q2
1970,2,RÍO NEGRO,50.0,16834,Q2
1970,2,RÍO NEGRO,5.0,2136,Q2
1970,2,RÍO NEGRO,540.0,89,Q2
1970,2,RÍO NEGRO,25.0,7620,Q2
1970,2,RÍO NEGRO,10.0,6811,Q2
1970,2,RÍO NEGRO,4.0,1219,Q2
1970,2,RÍO NEGRO,1000.0,294,Q2
1970,2,RÍO NEGRO,1.0,534,Q2
1970,2,RÍO NEGRO,11.0,18,Q2
1970,2,RÍO NEGRO,6.0,8577,Q2
1970,2,RÍO NEGRO,2.0,691,Q2
1970,2,RÍO NEGRO,30.0,16242,Q2
1970,2,RÍO NEGRO,60.0,259,Q2
1970,2,RÍO NEGRO,0.0,36,Q2
1970,2,RÍO NEGRO,20.0,6701,Q2
1970,2,RÍO NEGRO,100.0,22247,Q2
1970,2,RÍO NEGRO,0.0,78,Q2
1970,2,RÍO NEGRO,3.0,7796,Q2
1970,2,RÍO NEGRO,0.0,4,Q2
1970,2,RÍO NEGRO,3.0,5391,Q2
